OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),DRAM BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
ReduceScatterMinimalAsync,tt_dnn_device,155663,15,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224144822904,224144829815,6911,1132623776235,1132623839403,928546,928546,63168,60285,60285,58294,60264,59354,614,60271,50395,50510,47428,47691,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/14701202358826683731/'; 'ring_reduce_scatter_minimal_async_reader/5975991979281207860/'; 'tt_fabric_mux/1342252579810437948/'],7116,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,155659,11,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224144829915,224144833280,3365,1029036780392,1029036839335,934939,934939,58943,56039,56039,50404,55953,53353,647,56029,46874,46974,40644,40914,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/2824579947320463241/'; 'ring_reduce_scatter_minimal_async_reader/17019350414694785222/'; 'tt_fabric_mux/1342252579810437948/'],7112,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,155648,0,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224144833470,224144837807,4337,1024137167838,1024137221993,937912,937912,54155,51234,51234,46878,51169,48968,621,51234,39630,39757,36688,36952,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/3568326877526870580/'; 'ring_reduce_scatter_minimal_async_reader/15084281062867654907/'; 'tt_fabric_mux/1342252579810437948/'],7080,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,155655,7,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224144837877,224144840931,3054,1027157313171,1027157363313,942988,942988,50142,47235,47235,43413,47139,45530,621,47222,35283,35368,31670,31941,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/16090986311828531212/'; 'ring_reduce_scatter_minimal_async_reader/14454767050344457542/'; 'tt_fabric_mux/1342252579810437948/'],7096,2000,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,155651,3,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224144841001,224144844426,3425,1025553947079,1025553992519,946658,946658,45440,42532,42532,40793,42436,41696,606,42522,29998,30099,28027,28294,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/1879905775797049991/'; 'ring_reduce_scatter_minimal_async_reader/14119104400534160379/'; 'tt_fabric_mux/1342252579810437948/'],7092,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,156676,4,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224145159590,224145162324,2734,1025982849824,1025982908019,316943,316943,58195,55285,55285,50618,55264,53018,625,55275,45825,45907,40344,40621,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/11789313476971625866/'; 'ring_reduce_scatter_minimal_async_reader/7168053980478174648/'; 'tt_fabric_mux/1342252579810437948/'],7104,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,156680,8,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224145162504,224145164227,1723,1027612559629,1027612616569,318589,318589,56940,54041,54041,51324,53947,52602,614,54031,43341,43419,39891,40159,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/2269593303468787294/'; 'ring_reduce_scatter_minimal_async_reader/7282800334769768013/'; 'tt_fabric_mux/1342252579810437948/'],7112,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,156684,12,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224145164357,224145165719,1362,1029456726255,1029456781682,319336,319336,55427,52507,52507,49575,52414,51105,619,52497,41172,41275,38496,38760,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/10840007784102606938/'; 'ring_reduce_scatter_minimal_async_reader/6256269281005910871/'; 'tt_fabric_mux/1342252579810437948/'],7104,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,156687,15,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224145165789,224145167081,1292,1132624158462,1132624211832,321981,321984,53370,50448,50445,47145,50388,48831,622,50440,40386,40506,37289,37552,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/14701202358826683731/'; 'ring_reduce_scatter_minimal_async_reader/5975991979281207860/'; 'tt_fabric_mux/1342252579810437948/'],7116,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,156683,11,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '40'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '8'; 'num_links': '4'; 'num_worker_per_link': '1'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,16,,224145167151,224145168543,1392,1029037159986,1029037210208,323572,323572,50222,47300,47300,42910,47213,45470,610,47300,39133,39248,33067,33340,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_251_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_251_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/2824579947320463241/'; 'ring_reduce_scatter_minimal_async_reader/17019350414694785222/'; 'tt_fabric_mux/1342252579810437948/'],7112,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.002,,,,,,,,,,,,,,,
