activation,dtype,role,csv,coeff_csv,method,degree,segments,max_ulp,runtime_us,ttnn_maxulp,ttnn_us,dump_csv,plot_png,status
sqrt,bf16,ttnn,,,ttnn,,,0.0,2.28,0.0,2.28,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/sqrt/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sqrt.png,ttnn_ref
swish,bf16,fastest_ttnn_ulp_match,swish_p12_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/swish_p12_s2_uniform_any_ulp.csv,poly,12,2,0.25,3.85,0.25,3.1,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/swish/fastest_ttnn_ulp_match_swish_p12_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/swish.png,ttnn_ulp_match
swish,bf16,ttnn,,,ttnn,,,0.25,3.1,0.25,3.1,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/swish/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/swish.png,ttnn_ref
tan,bf16,fastest_ttnn_ulp_match,tan_p7_s1_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/tan_p7_s1_uniform_any_ulp.csv,tan,7,1,0.12,3.3,0.125,2.94,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/tan/fastest_ttnn_ulp_match_tan_p7_s1_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tan.png,ttnn_ulp_match
tan,bf16,ttnn,,,ttnn,,,0.125,2.94,0.125,2.94,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/tan/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tan.png,ttnn_ref
tanh,bf16,fastest_ttnn_ulp_match,tanh_n4d4_s1_uniform_rational_mae.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/tanh_n4d4_s1_uniform_rational_mae.csv,rational,4d4,1,0.5,2.38,0.5,2.29,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/tanh/fastest_ttnn_ulp_match_tanh_n4d4_s1_uniform_rational_mae.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tanh.png,ttnn_ulp_match
tanh,bf16,ttnn,,,ttnn,,,0.5,2.29,0.5,2.29,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/tanh/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tanh.png,ttnn_ref
tanhshrink,bf16,fastest_ttnn_ulp_match,tanhshrink_n12d2_s1_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/tanhshrink_n12d2_s1_uniform_rational_ulp.csv,rational,12d2,1,0.12,2.87,0.125,3.17,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/tanhshrink/fastest_ttnn_ulp_match_tanhshrink_n12d2_s1_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tanhshrink.png,ttnn_ulp_match
tanhshrink,bf16,ttnn,,,ttnn,,,0.125,3.17,0.125,3.17,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/tanhshrink/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/tanhshrink.png,ttnn_ref
threshold,bf16,fastest_min_ulp,threshold_p2_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/threshold_p2_s2_uniform_any_ulp.csv,poly,2,2,0.0,1.78,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/threshold/fastest_min_ulp_threshold_p2_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/threshold.png,fallback_min_ulp
